cluster_id;count;timespan;gap;locations;average_length;starting_title;starting_date;ending_date;end month;end decade;Span;ending_country;starting_country;starting_location;starting_year;all_locations;all_titles;all_countries;crossed;out_date;in_date;out_city;out_country;in_city;in_country;genre;first_text
cluster_6093737;8;3835;5;6;1489;;1809-01-12T00:00:00Z;1819-07-14T00:00:00Z;7;1810;year+;Sweden;Sweden;Stockholm;1809;['Stockholm', 'Kalmar', 'Karlstad', 'Linköping', 'Visby', 'Karlskrona'];['Stockholmsposten', 'Linköpingsbladet', 'Calmar Tidning', 'Calmarposten', 'Carlskrona Tidningar', 'Carlstads Tidning', 'Wisby Tidning'];['Sweden'];;;;;;;;stories;"örstöring, som öfwepkemnade dem, rike ock lastbare, 8l flaswe» rikt, sä snart de ej sägo andra gudar i merldcn, än gulder och wallustcn. Förgafwes omgiswer fig mennistan med lyckans Zäfwor; när denna kansta förswunnit ur hennes hjerta, intagcö Let ofred5""""den. Om dest fränwaro fö-längee, falker hon i ängflan, » rn mörk melancvlie och ändtligen i förtwiflan. Om detta tillständ ej upphör, giswer hon sig bödén. Menniflan är ben enda kännande marelse, som förstör sig fjelf i frihe» tens tillständ. Mrnflliga lifwct, med all sin herrlighet och sitt behag, upphör att för henne synas ett lif, när ber upphör att synas odödligt och gudomligt. Sä stor samhällens oordning än mä wara, denna himmelsta känfla röjer sig alltid hos menniflorna. Hon är en wäckelfe för märi sf snille, i det hon wisar sig för Lend under ewiga bilder. Hon framställer förEeometern det oändligas outsägliga progressiv» ner, för Musikens idkare hänryckande harmonier, för Historiens älstare dygdiga nion» niffors odödliga fluggor. Hon uppreser en Parnass ät Skalden, en Olymp ät Hjelten. Hon ljusnar de olyckliga folkflagenS dagar. Hon fwäfwar öfwer de wida hafwen och Herkollar Europcen »frän Indiens behagliga lu&gt;'tftrek lill Occidcntens stormiga strän» r^r. Hon giswer ett fädernesland ät den olycklige. Hon höljer wär magga nied oflul» rens behag, och »vära fäders grafwar med odödlighetens hopp. Hon nedsänker sig i de mägiigeS pakäts och i Religionens heliga tempel. Men när hon wifar sig i nägon rygdcnS öswerraflande handling, eller i nägon af dcsta händelser hwari man ser him» mclns flickelse, eller i nägra af dessa höga rörelser, som man ej kan beffrifwa, dä är dest första wcrkan ben listigaste glädje, och ben antra lärår. Wär ssäl, öfwerraskad af rctta gudomliga l"
cluster_6839458;8;5901;6;6;1120;;1803-07-09T00:00:00Z;1819-09-04T00:00:00Z;9;1810;year+;Sweden;Sweden;Uppsala;1803;['Uppsala', 'Linköping', 'Kalmar', 'Örebro', 'Karlskrona', 'Falun'];['Fahlu Weckoblad', 'Carlscronas Wekoblad', 'Linköpingsbladet', 'Calmar Tidning', 'Calmarposten', 'Upsala Tidning', 'Örebro Tidning'];['Sweden'];;;;;;;;advice;"fortsätta sin gäng, gör den ridande fö rsig t Iza st om Ian stiger af och leder sin häst åt den sidan, hwarifrän molnen komma. Det händer understundom, att man pä knopparne i kläderne, pä Jäst-öronen, wagnöhörnen m. m. blir Varse smä lysande strölbussar ätföljde af ett sakta hwäsande. Mängt anse detta fenomen med truktaa och tro det wara förebud till ästestag, men man fär nnderrärra dem, som icke känna hwad de betyda, att dctze äro allSintet farlige, ty de härröra af en i luften kringspridd elektricitet, och hafwa pä intet sätt nägon gemenstap med molnen. Detta fenomen wisar sig vcksä sällan förrän östan upphört. När astan nalkas bör en resande, 'i syr,ner het om han har flere hästar för wagnen, icke köra dem warma. Orsaken är den, att ängan, sam uppstiger frän hästarne, kan ditlcda ljungelden, om han är determinerad att nedflä deromkring. Pä fartyg är man minst säker wid relingarne, ty ljungelden klassar alltid nägon af masterne och dä följer han dacker öfwer bord i sjön. — Under dack är man alldeles trygg. En enda händelse har Herr Reimarus funnit dä östan stagit ned i rundhuset, men den kan man med skäl anse för utomordrutclig. Osman bäck är hct säkraste stället midt »mellan masterne. Z Städer böra de gäende, när det astar, hälla sig midt efter gatan, t synnerhet är det farligt at vatzera under sädane hus, som hat länga nedät liggande metallista regnrör. „ ,, Den seden att stäcka elden när östan gär är gansta god, ty roken som uppstiger ur korstenen är ledande; men att tillstuta spjället är icke allenast onödigt, utan äfwen j witzö fall stadeligt. När östwäder ullLundar är ber en allmän mana, att famlas flere personer i ett rum och sorgfälligt tillstuta spjell och dörrar. Men det är en grundralst tanka att östan föl,er drag; och ligger ett södant rum nära gafweln, och den träffaS af östan, fö kan man nästan försäkra sällskapet att de icke blr förbigöngne. Orsaken är ben samlade utdunstninqen, hwilken i or ljungelden är en bepröfwad ledare. — Mi hafwe för!, är i Tidningarne felt exempel pä en olyckshändelse af denna art, dö östan nedslag genom kaket midt» en Atzemble-sal och d"
cluster_9989043;7;1582;3;6;413;;1810-08-25T00:00:00Z;1814-12-24T00:00:00Z;12;1810;year+;Sweden;Sweden;Jönköping;1810;['Jönköping', 'Växjö', 'Örebro', 'Karlstad', 'Karlskrona', 'Västerås'];['Wexjöbladet', 'Jönköpings Tidning', 'Carlskrona Tidningar', 'Carlstads Tidning', 'Örebro Tidning', 'Westerås Tidning'];['Sweden'];;;;;;;;stories;"det denus arbetade pä taflan i attell-n; lemnat honom ber försänkt i G na begrundanben» och sätt in i kabinettet. Här dadé denne oefterhärmlige f?fo&gt; Sefpelare, bwilken Agde alla stna ansigtsmustler follkomligt i sitt wsld, fsrmaS dem till Fielding-. Hogarths upprörda inbillning ersatte den likhei som Annu kunde fattas, och sä uppkom det porträtt hwarmed man sedan prydt de sebo naxe upplagor»; af Fjeldings strifte"
cluster_6840108;7;2964;3;6;1400;;1810-04-25T00:00:00Z;1818-06-06T00:00:00Z;6;1810;year+;Sweden;Sweden;Karlskrona;1810;['Karlskrona', 'Örebro', 'Karlstad', 'Falun', 'Linköping', 'Växjö'];['Fahlu Weckoblad', 'Carlscronas Wekoblad', 'Wexjöbladet', 'Linköpingsbladet', 'Carlstads Tidning', 'Örebro Tidning'];['Sweden'];;;;;;;;stories;d nedlutas i grafmen, och dina barn, följande ditt efterdöme, stola med barnslig kärlek belöna din dygd. Mätte tkllgifmenhetens band förena dig med dina broder, ja att friden och lycksaligheten bebo ditt Fädernes hus. . Dä du ffiljer dig ifrän dem och kommer ut, werlden, sä glöm ej vesta band, och föredrag ej en främling framför ditt eget blo
cluster_4401110;7;3260;9;6;435;;1809-07-03T00:00:00Z;1818-06-06T00:00:00Z;6;1810;year+;Finland;Sweden;Stockholm;1809;['Stockholm', 'Kalmar', 'Nyköping', 'Göteborg', 'Gävle', 'Turku'];['Åbo Allmänna Tidning', 'Inrikes Tidningar', 'Götheborgs Allehanda', 'Götheborgs Tidningar', 'Weckoblad Från Gefle', 'Calmarposten', 'Nyköpings Weckoblad'];['Sweden', 'Finland'];True;1818-05-30T00:00:00Z;1818-06-06T00:00:00Z;Gävle;Sweden;Turku;Finland;news;"inistern för Utrike5«Ärenderne förestafwades. Pä li-a satt uppmanade af RikSHärolden , aflabc = , Borgare- och Vonde- Ständen, hwar efter annan, Eden, förestafwad af Hans Exc. Utrikes-Stats Mr, nistern. Derefter gingo Herr LanotMarffalken med Ridderstapct; och Adeln, V. Talemannen mcD Preste-Etändet, Borqare- och Äonde-St5ndcn, anförde af deras Taleman, broar efter annan, upp till Thronen och tyste Konungens Hand; hwarstä 5?ans ä»a"
cluster_8740633;7;11889;12;6;990;;1786-10-25T00:00:00Z;1819-05-15T00:00:00Z;5;1810;year+;Sweden;Sweden;Stockholm;1786;['Stockholm', 'Norrköping', 'Göteborg', 'Kalmar', 'Kristianstad', 'Växjö'];['Dagligt Allehanda', 'Götheborgs Allehanda', 'Norrköpings Tidningar', 'Wexjöbladet', 'Calmarposten', 'Christianstads Weckoblad'];['Sweden'];;;;;;;;stories;"d cilla Sytzlor gifivas sportel, allenast ma» fdrstär at staffa sig dem. t K . Uti Achem, et Konunga-Rike pä ä&gt;n Sumatra, haswa Jnnewänarne en sä stor wördnad för Domsta° larne at en Qw!»»a eller et Barn ka» fastlaga e» brottsling för at ställa honom til rätta , utan at han wägar sätta sig däremot. Proeeffen är snart afgjord och exeentionen följer genast. En Man hade haft den olyckliga nyfikenhet at^npstiga pä fitt HuS-iak, för at dä/isrän ismer en ste»-m»r kunua se sin aranneS Hustru, hwilken badade i Trä^ärden; öfwer en sä ömmande skymf anförde den (Siimmatrista Susanna bittra klagvmäl hos sin Man, som genast angaf saken hos Domaren, där den br«M!ge dömde? til So Käppslängar. Wid execntivnen iville Delinquenten aeeordera och erböd Exee!itor» SVr Äzildpenningar för at midgä straffet; Executor» fordrade Fyratio och fom Deliuqiiezite» wille pnita gass honom första staget til en vrofbit, hwilket medförde deli goda wärka!, at Zo Guldpengar straxt erbödvs för de äierstäende slagen; tilbudet antvgS och de öfrige 29 stängarne rörde knappast kläderne. /Z"
cluster_6112938;7;3328;5;6;801;;1810-09-05T00:00:00Z;1819-10-16T00:00:00Z;10;1810;year+;Sweden;Sweden;Skara;1810;['Skara', 'Örebro', 'Stockholm', 'Karlstad', 'Norrköping', 'Gävle'];['Stockholmsposten', 'Norrköpings Tidningar', 'Weckoblad Från Gefle', 'Carlstads Tidning', 'Örebro Tidning', 'Wästgötha Tidningar'];['Sweden'];;;;;;;;stories;"tiftade Wetenstsps Academien. Konungen xäck^dee med densamma, pä ett sätt, som lika litet hedrade honom sself, som detta Samfund. Han ajoide en as fina hofnarrar till Vice»Prcsident i Aeademien, och gaf cn annan anwis, ,ung pä pension ur Academiens casia. Stundom uppgaf han äfwen ät densamma stämt» aktiga prisfrågor, och äffade d.ss smar, som ofta woro ej mindre lustiga. En af dessa frägor rvar sä lydande: '^Hwilken är den physicalista orsaken dertill, att twZ glas, när de dliswil sellda mec&gt; Champaeine och stötta mot Hmarandra, icke gifwa i rän sig cn sä stark och ljudande klang, son- om de bliswit fyllda med hwad annat win som helst, och hwariör är deraS klang alldeles däf och ljum?"" — Academisterne sryarade derpS. ""Att emedan dess Ledamker ej hade nog penningar, för att kunna dricka @h.,mp.,gm* fä kunde de ei hell r hwarken utforska eller förklara detta physiska rön."" _ K"
cluster_6838625;6;414;1;6;774;;1815-04-14T00:00:00Z;1816-06-01T00:00:00Z;6;1810;year+;Sweden;Sweden;Västerås;1815;['Västerås', 'Jönköping', 'Karlstad', 'Örebro', 'Falun', 'Kristianstad'];['Fahlu Weckoblad', 'Jönköpings Tidning', 'Carlstads Tidning', 'Christianstads Weckoblad', 'Örebro Tidning', 'Westerås Stads Och Läns Tidning'];['Sweden'];;;;;;;;advice;"er blott nägra uns; 8:o kan man mod twä finger bära bort en sädan bädd, om man ut« fläpper luften, ftin öfwerallt finnes till ersättning: och 9:o kunna bolster af detta stag till medicinstt behof fyllas med särstilta luftarter och allahanda fluida, ty öfwerdraget mäste mara af ogenomträngeligt tyg. Men, för att fä detta, mäste man, ty wärk, wända stg direkte till Iohn Clark. More icke detta, sä kunde straxt hwar husfader börja pä och strö omkring sina fjädrar och dun och i stället fylla stna säng. kläder med luft; men det impenetrabla öfwerdraget och luftpumpen torde lägga nägot hinder i wägen för desta bolsterS allmänna utbredand"
cluster_4403603;6;1336;3;6;516;;1811-04-20T00:00:00Z;1814-12-16T00:00:00Z;12;1810;year+;Sweden;Finland;Turku;1811;['Turku', 'Örebro', 'Norrköping', 'Stockholm', 'Karlstad', 'Västerås'];['Åbo Allmänna Tidning', 'Stockholmsposten', 'Norrköpings Tidningar', 'Carlstads Tidning', 'Örebro Tidning', 'Westerås Tidning'];['Finland', 'Sweden'];True;1811-04-20T00:00:00Z;1811-06-08T00:00:00Z;Turku;Finland;Örebro;Sweden;advice;g. Titt Bomuas- och tttmei pnsedldrs' märkning kan, i Mct för det mnftw men befiuai^aa arbetet med marknad och näl , anwändas en UppwSlmig of aamma(t rostigt jern uti winätcik^. ©«n« up^ssnuig insparas något, ochf6rfdctt< med arablstl gummi. Med denna blund ing rvcfii«r man (>muO m^rte' eller bokstaf mnn. behagar,, lote* tyget, lorf*r och tittar det sedan mcd _ tuavmt wntten Det murkla frdllct l>ar da fött en »orfef brungul ftlg, som hut l^'wan^ tas till en |T-on slvärta, sä snart deH dopp.^ i en soppa af Galläpplen^ Gumal
cluster_12666310;6;2037;5;6;981;;1804-08-04T00:00:00Z;1810-03-03T00:00:00Z;3;1810;year+;Sweden;Finland;Turku;1804;['Turku', 'Norrköping', 'Jönköping', 'Kalmar', 'Göteborg', 'Linköping'];['Åbo Tidning', 'Norrköpings Tidningar', 'Götheborgs Tidningar', 'Jönköpings Tidning', 'Linköpingsbladet', 'Calmarposten'];['Finland', 'Sweden'];True;1804-08-04T00:00:00Z;1804-12-12T00:00:00Z;Turku;Finland;Norrköping;Sweden;opinion;"yck, och okunnigheten mar få allmän, att ämnen till siickelige Embetsmän knapt funnoA i? Rike^, hwarföre äfwen ännu i. Gustaf Wasas tid Hemming Gadd stundom gjorde tjenid som 25i|?op, stundom som Amiral', eller 2lmba^abeur, och em Nke Djeken (""åföm, Calrzler ; men; wi: ägde bröd af egen jord, och flogoé tappert, sa fort rot ftngo duglige anförare/ Osiritngt kan dock Sweriges wackrassr epok räknas, sedan Gustaf den i:(l« grundlagt deA w^l« siälld, ifrån Eric i4:de till och med Carl ben; u:te. Wi hade. bå: mera waror än penningar^, och Riket stot^ på egen grund, war stort och mdgttgjt,. samt kllnde bjuda hwllke»» ntkwdst wagt fom helst spetsen, ja afwen fiere pä. en gång. ds omständighets rne sä fordrade: Orsaken därtill åt ingen annan/ ån* att Sweriae, om blott salt och specerier, undantages, loar förseot med alfa sine behof, och af sin öfwerfiöoiga t»arumang> kunde utf?eppa Q stora qwantiteter Rag och wlktualier, hwilka det sedan den tiden mångdubbelt fatt återbetala. Wär handel den man sä nitiskt söker befordra och utwidga, har ej kunnat förekomma detta misiö?e, och när äfwen den genom ett uppkommit krig räkar i stagnation, mäste genast mlänoningen tillföra 0^ wiklualier"
cluster_12688346;6;1459;3;6;842;;1806-05-28T00:00:00Z;1810-05-26T00:00:00Z;5;1810;year+;Sweden;Finland;Turku;1806;['Turku', 'Örebro', 'Norrköping', 'Uppsala', 'Jönköping', 'Karlstad'];['Åbo Tidning', 'Norrköpings Tidningar', 'Jönköpings Tidning', 'Carlstads Tidning', 'Upsala Tidning', 'Örebro Tidning'];['Finland', 'Sweden'];True;1806-05-28T00:00:00Z;1806-06-21T00:00:00Z;Turku;Finland;Örebro;Sweden;advice;"n liten bleckdosa, försedd lack, hwari för penftln dr ett hal lemnadt» D««na d»§a hålles, uti en pauua med kokhett watten. Med några penseldrag ai pastl-yklnnAen fullbordad? och kittet häftar strax . ga n sia starkt wid trädet. Dest seghet gör, att det gifwer efter/ sa att trädets saft deras ej hindras att ut*>^M. sig, och fullborda ssrets läkniNK, medan tittet beständigt sitter fast wid karifen. Putfret af brända ben, som är^hwitt, har derssf betr förmänliga' egen* stap, att återkasta solstrålarna, som der£6re ej: mycket werka att uttorka trädpai tiflurna. Man bör i anledning häraf lvara angelägen att benen blifwa wal h.wilbrä)^a;. äfwensmn det dr förmånligt/ «tt efter ktttets päfiryknmg , beströ dec u.ed torrt benpulfwer. ? Pä sma sär och unga träd dr en enda pasmirjnitch, tlllräckclig : me-n pä större ka»» den* förnyas, sedan den får^ta sätt torka"
cluster_6094680;6;2288;4;6;1160;;1808-07-30T00:00:00Z;1814-11-04T00:00:00Z;11;1810;year+;Sweden;Sweden;Stockholm;1808;['Stockholm', 'Örebro', 'Jönköping', 'Kalmar', 'Linköping', 'Västerås'];['Stockholmsposten', 'Jönköpings Tidning', 'Linköpingsbladet', 'Calmarposten', 'Örebro Tidning', 'Westerås Tidning'];['Sweden'];;;;;;;;stories;". O. Det Scythissa Sändebudets Tal till Lon»ng Alexander i Nacedsnien. (Lfwerfättning frän Latinen *&gt; 'm Gudarna behagat göra din kropp lika stor som din siZl är omättlig, ffullc du ej rpmmas pä jorden. Zeke ndjd att i din famn förena Lstern och Western, stulle du wilja nedtränga till stelfwa himlaljusets gömställe. Lä e-tcrflräfwor du hwatz du ej kan winna! Zsrän Europa gär du till Asien, frän Asien tiO Europa. Och när du omsider öfwerwmmil hela mcnnistcflägtet, stall du b&lt; kriga stogar, floder och wilddjur. Hwad i du wel dä icke, att cn imma kan förstöra de'trän,'trän, lom uppwuxit pä fklcr? Däraktig är den, som, dä han ser deras frukter, ej äswen ser deras höjd. Lago, att dä du söker att hinna den, du ick"
cluster_6110197;6;2593;4;6;893;;1810-10-03T00:00:00Z;1817-11-08T00:00:00Z;11;1810;year+;Sweden;Sweden;Skara;1810;['Skara', 'Örebro', 'Karlstad', 'Linköping', 'Stockholm', 'Jönköping'];['Stockholmsposten', 'Jönköpings Tidning', 'Linköpingsbladet', 'Carlstads Tidning', 'Örebro Tidning', 'Wästgötha Tidningar'];['Sweden'];;;;;;;;stories;"eglor, i dcn största köld gä gansta tunnklädde, och i den störHa hetta kläda sig gansta warmt. Ännu mera, antände de om sommaren stora eldar, '.vid hwilka de wärmde sig. Om wintern deremot eldades ej deras spisar, utan behäng» des med löf och gröna qwistar, säwida man denna ärstid kunde bekomma nägra sKdane. De:ta stulle, som det synes, wara en allusion pL kärlekens magt, som ästad» ?ommer de sällsammaste förwandlingar. Nar en af Ordens Ledamöter inträdde i nägon af sina medbröders hus, aflägsnade sig genast dcn senare derifrän, för att bewisa sin frän all swartsjuka stiljda kärlek; ' t «ey. Isnathaö blef &gt;ucd hus"
cluster_10343686;6;3909;5;6;1057;;1807-03-11T00:00:00Z;1817-11-22T00:00:00Z;11;1810;year+;Sweden;Sweden;Linköping;1807;['Linköping', 'Örebro', 'Kristianstad', 'Halmstad', 'Karlstad', 'Växjö'];['Wexjöbladet', 'Halländska Tidningen', 'Linköpingsbladet', 'Carlstads Tidning', 'Christianstads Weckoblad', 'Örebro Tidning'];['Sweden'];;;;;;;;stories;"it p8 stund; men den andre-ser Annu en tillstygt; — hani Smfatiak en planka; han leker med wägen, bwars kastboll han är; han trotsar deras häftighet, och under en modig kamp afbidsr han lugn sitt öde, öfweetygah, att han Sr underkastad en nädig Försyns dagar, och att hwad den tilläter ej kan mara cmbf. Den wise pästäv ej med Stoiskt högmod, att han ej äger nägon pasiion? men han stvrer sina böjelser och kufwas ej of dem. Han Sr ej fri i sina bojor; men hans själ är ädel och oberoende af dem. Han är ej rik under sin fattigdom; men ett wist inskränkande af behof gör den mindre tryckande. Han Sr ej kSnflo» lee för smärtan; dan känner plägorne, fruktår dem, undwiker dem; men dan fördubblar dem ej genom inbillningen och ömtSligheten. Hans mod och wlshet Sr» ej oomkullstötlige; han swigtar och förwillas, emedan dan Sr menniska; men dan förwillas mindre ofta — och sjelfwa hanö afsteg bära en wist stämpel af styrka och storhet. — Zag bade allt bra; wil"
cluster_1436615;6;2255;4;6;2159;;1807-12-04T00:00:00Z;1814-02-05T00:00:00Z;2;1810;year+;Sweden;Sweden;Göteborg;1807;['Göteborg', 'Linköping', 'Örebro', 'Kalmar', 'Karlstad', 'Visby'];['Götheborgs Allehanda', 'Linköpingsbladet', 'Calmarposten', 'Carlstads Tidning', 'Örebro Tidning', 'Wisby Tidning'];['Sweden'];;;;;;;;stories;"en beröfwar sinnena hwarje nöje, utrustar wär inbillning med bytet? Lifwet stulle blifwa odrägligt för gubben, svin, nedtyngd af brackligheter, ej fruktade döde» mera dä, än i mandomens lifliga är; den aftynande naturens oräkneliga beswärligheter, arch medioctenheten att öfwerlefwa hwarje flags nöje, stulle nied eris förmå honom, att med egen hand göra flut på det ömkliga skadespelet: men lyckligtwis flocknar föraktet för döden hos honom i en lidpukt, dä det stulle endast wara honom till otjenst, och lifwet antager ett inbilladt wärde i samma mo» forn dest werkliga icke mer finnes. Wär tillgifwenhet för hwarje föremål ikring öst tilltager i allmänhet l mon af längden af mac bekantstap dermed. ""Jag stulle alvrtzcwilja , säger en Fränsi Filosof, se en timmerstock bortflyitas, sedan mitt öga länge warit warit wandt åke se ben på samma plats."" Ett wid ett wiflt antal af föremal länge wandt sinne, blir oförmärkt likasom inöswadl och kjusadt uti att jemt beståda dem; besöker dem af mana, och stiljer sig ogerna wid dem. Häräfrän ålderdomens girighet, och monhet om hwad ben äger; den älstar weridén och allt ber i weridén finnes; den älstar lifwet och de fördelar det innebär, icke derföre, att detza medföra nöje, utan blott för gammal bekantstap. Chingwang den Kyste besteg Chinas tron, och befallte, att alla de, forn, under hans företrädares regering, ostyldigt borktrånak i fängelscrne, stulle lösgifwas. Bland antalet af dem, som i tillfället kommo att tacka deras befriare, bemärktes en majestätifl Gubbe, hwilken, knaböjande inför Kejsaren, tilltalade honom således: ""Chinas store Fader! se en ufluig, nu 85 är gammal, som inspärrades i eli ohyggligt fängelse, dä hail war 22. Jag insattes, fastan obekant med det ringaste brott, oflyldig som barnet i waggan, och framkallades aldrig, alt inför mina åklagare förswara Mig. Jag har nu öfwer 50 är lefwat i ensamhet och möiker, och har blifwit wän ined olyckan. I d^tza ögonblick, förblindad af den sol, till hwars klara sten du åtel kallat mig, har jag flutat wandringen kring alla gator i staden, lita» att finna någon wän, mot hwars bröst jag kunde luta mig, eller nägon warelse, som ens wille komma ihog mig; nej, alla mina wanner, alla mina anhörige äro döde, och jag är förgäten. Tillstäd mig då, o Kingwang, att förnöta d"
cluster_4191127;6;2730;6;6;458;;1806-12-10T00:00:00Z;1814-06-01T00:00:00Z;6;1810;year+;Sweden;Finland;Turku;1806;['Turku', 'Kalmar', 'Örebro', 'Linköping', 'Karlskrona', 'Uppsala'];['Åbo Tidning', 'Carlscronas Wekoblad', 'Linköpingsbladet', 'Calmarposten', 'Upsala Tidning', 'Örebro Tidning'];['Finland', 'Sweden'];True;1806-12-10T00:00:00Z;1807-01-03T00:00:00Z;Turku;Finland;Kalmar;Sweden;stories;e häpne betjenterne uppfyllde allt noga:, kl. ic> precist stod wagnen för siotlet.. ? Hwart stall jag köra? ftagte kusten., Hwart du will: smarte Lorden, blott icke till London. Det bar af till nästa siati.on, och derifrau till närmaste posthus 0^ 5 w.. Hwar helst nägon. landtfiicka blef sedd af Lorden, måste kusten hallas Man kallades till. wagnen^ Lorden befag henne,, tatte lned henne stundou»,, gaf henne en stank och for. widare.. Sa fortsattes resan i. fem dagar, k
cluster_6097267;6;4809;7;6;1098;;1803-12-24T00:00:00Z;1817-02-22T00:00:00Z;2;1810;year+;Sweden;Sweden;Stockholm;1803;['Stockholm', 'Karlskrona', 'Örebro', 'Linköping', 'Visby', 'Falun'];['Fahlu Weckoblad', 'Stockholmsposten', 'Carlscronas Wekoblad', 'Linköpingsbladet', 'Örebro Tidning', 'Wisby Tidning'];['Sweden'];;;;;;;;stories;"du icke fcrttf tillräckligt öfwerlagt och öfwerwägat nödwän-igheken af hwad du ästundar» mcn har du det gjort, fä lär ingenting törmä Lig, alt alstä de, män. Der är ,n afgjord nödwändighet, och enligt med mannens wärdighet, att wid wiga tillsäften wisa ett fast, manligt sinner annars bitr mannen det minsta barnet i huset, som fär alldeles intet ha nägon wilja. Din klokhet bestämmer lätt de egentliga fall, fom erfarenheten här blott i det hela kan widröra. Men neka icke derföre din hustru den minsta af hennes fmä, oskyldiga önffninqar. Sknffa henne sä mänga nöjen du kan. Will hon ha en ny klädning, en koeffyr, ett pelswerk; gif det gerna, och utan att utbreda Vig deröfwer. Jag har aldrig nekat din mor nägon dest önskan; hon har aldrig bedt mia om »ägor. Bcwiljandet föregick alltid böne», och uppfyllandet — önskningen. — Hwad betyder ocksä den ringa kostnaden? Hwad will det säga med den lumpna summan, som en ny huswudbonad, ett lustparti, en loge pä Spektaklet kostar? — Förstör intet wängen ägta man mera pä klubbar, kalaser och sammankomster, i hwilka hustrun ej fär deltaga? Förlorar han intet pä spel, ofta pL en afton, wida mer, än hwad som behöfwes att ett helt är bestrida alla de utgifter, som en qwinnas oskyldiga fäfänga kunde päkalla? -• Tro mig, min son, det gär med nöjet, som med kärleken. Wilk du njuta nöjen, fä bered dig dem sjelf.' . . . Det ena nöjet alstrar det andra. Det hjerta, som Lr danat för nöjet, finner det Lfwerallt. Bär ditt bekymmer, sä länge du möjligen kan, en"
cluster_12644378;6;2461;7;6;813;;1812-08-29T00:00:00Z;1819-05-26T00:00:00Z;5;1810;year+;Sweden;Sweden;Jönköping;1812;['Jönköping', 'Örebro', 'Karlstad', 'Norrköping', 'Kristianstad', 'Kalmar'];['Norrköpings Tidningar', 'Jönköpings Tidning', 'Calmar Tidning', 'Carlstads Tidning', 'Christianstads Weckoblad', 'Örebro Tidning'];['Sweden'];;;;;;;;advice;") Werr-&gt; Ifg Adel forti har Diplomer och Wapen; 2) Militair,adcl, der år: hwar Officer, äfwe-, om han icke är född Adelsman; z) Adrin r de 8 Claxerna, det will säga ifrän Brigad »Chef och deröfwer; 4) Utländffa Adliga Familler; 5) P-insar. Gre ivar och Baroner; 6) Garff la Adliga Familler som kunna hcwisa uräldrightten af sitt Adelstap fast deraK härkomst är ringa. — Prestrrstapet fit Nikete andra Ständ. Det är delar i Seculierk och Regulurt; lill »eculiert höra sädsne Prester, som icke ingält i Kloster eller äro af nägsn Orden; tiä Reguliet de som äro^af nägorr Kloster-Orden; i Set högre Clereciet» som innefattar Metro» »Sliter (öfwer»Bistovar), Ärke» Sissopar, B-ffspar och Archimandriter; och i Clereciet af andra ordningen sam innefattar Eockneprester cch Munkar. — Borgarne ulgöia tnd/e Sräst» Let af Rysta underfä arne. I detta antal inbrgripeS Landet» fria Infödingar och Utländnin-r gar!»som drifwa Mechä,lista handteringar, samt äro inskrifne i särffildts Skrän eller Mår sierffap. -öorgare funna ej ha Vasaller m"
cluster_6096792;6;5155;7;6;1545;;1805-04-10T00:00:00Z;1819-05-22T00:00:00Z;5;1810;year+;Sweden;Sweden;Stockholm;1805;['Stockholm', 'Nyköping', 'Örebro', 'Linköping', 'Norrköping', 'Gävle'];['Stockholmsposten', 'Norrköpings Tidningar', 'Weckoblad Från Gefle', 'Linköpingsbladet', 'Nyköpings Weckoblad', 'Örebro Tidning'];['Sweden'];;;;;;;;stories;"d Anekdot ur peter den Grymmes historia. .i ed detta nesliga epitöt har cn Spänst Konungs namn konimit till efter«erlden, ehuru han kanste oftare war rättwis än grym. Följande Anekdot är wärdig en Ware-A»rel. En Canonicus wid Katedralkyrkan r Sevilla war mycket fäsäng i sin klädebonad, och i symierhef högst noggrann i fotbeklädningen, sa att han sällan fann nägon Skomakare, svin gjorde honom ett par stor efter önstan. Sedan han försökt nästan alla Skomakare i Sevilla, träffade stan ändtligen en. som, i hans tanke, arbetade ännu sämre än alla de öfrige, och haröfwer rätade han i ett sädant raseri, alt han ryckte werktygen nr den stackars karins hand, och flög honom dermed sä länge pä huftvudet, tills den olycklige läg död för hans sötter. En enka och fem faderlösa barn, af hwilka den äldste sonen war ,4 är gammal, efterlefde honoin» De anklagade mördaren hos Capillet. Sake» undersöktes med stränghet, och han dömdes, — att pä ett helt är ej fä wisa sig i Lho 'ek. — Den förtryckta familjen teg» Ynglingen blef man och underhöll genom sin flit mor och syston. En dag satt han pä de trappsteg, som gä upp till Katedralkyrkan, och säg Processionen strida sig andäktigt förbi. Hastigt blef han ibland de Andliga warse sin Fars mördare. Denne anblick wäckte hans hämnd. Raseri och smärta öfwerwäldigade honom, han rusade fram pä sitt offer och stötte en knif l hans bröst. Man grep ynglingen, som hwarken wille eller kunde neka sin blodiga gerning. Hans proeesi war gansta kort; han dömdes att lefivandc huggas i stycken- peter den Grymme befann sig h"
